id,domain,source,quality_Q
BkiUdvE4eIfiUWiFdbiw,arxiv,A1,0.2861743692504298
BkiUdb44dbjiU9oEeWKt,arxiv,A1,0.4184514458734606
BkiUd0E5qhDBdMC-Fcd6,arxiv,A1,0.47557721442518236
BkiUdPA4dbgg3Wyis_JT,arxiv,A1,0.43662685934652595
BkiUdILxK7FjYAb_67PT,arxiv,A1,0.46804319442593356
BkiUfYzxK6-gD5TlfjZo,arxiv,A1,0.42563308566202374
BkiUdZY5qrqCyq8KqH5a,arxiv,A1,0.45326942458764097
BkiUcQrxK02iP15vfcUN,arxiv,A1,0.4243801040911893
BkiUd-7xK7IAD7XMJnpB,arxiv,A1,0.44962850435100377
BkiUdC84eIZjfagW4Wnr,arxiv,A1,0.41729639107077826
BkiUbCM5jDKDx8o5qk9R,arxiv,A1,0.47385232232843416
BkiUdafxaL3SuhsxKGrm,arxiv,A1,0.4579179756919885
BkiUbg05ixsDMJPI2xCB,arxiv,A1,0.47175182210098465
BkiUdEU5qsBC4wbX-bkK,arxiv,A1,0.4384616813470907
BkiUbhg25V5hd-428xX-,arxiv,A1,0.403114970665275
BkiUdGM4dbgg4JMhnNMO,arxiv,A1,0.4196992424811266
BkiUbfvxK6Ot9TMSpOC0,arxiv,A1,0.42734403896714795
BkiUbQY5qX_AY1OJK5_l,arxiv,A1,0.44516947489722586
BkiUd044eIXh4qTE56WZ,arxiv,A1,0.4780659581107654
BkiUe5rxK03BfHDu5U-k,arxiv,A1,0.4560744772195825
BkiUdMg4eIXhx5LdSlN-,arxiv,A1,0.42362326339384215
BkiUdmU5qhLAB-QFvl37,arxiv,A1,0.445664902163016
BkiUc5XxK3YB9raXz91v,arxiv,A1,0.48960738761129774
BkiUbtg4uzlgqIdPjLwn,arxiv,A1,0.4784027696029504
BkiUb4bxaL3SuhzLnCaY,arxiv,A1,0.4350147577354072
BkiUc_w25V5ih3AxzUJY,arxiv,A1,0.40768893066617734
BkiUdKg4uBhhxJVAbSlB,arxiv,A1,0.4754030647552918
BkiUfS45qhLBlnv5FwQt,arxiv,A1,0.4695994404165587
BkiUdjg5qoTA-AMJsvsi,arxiv,A1,0.4089060312614021
BkiUeAY5qsMAI5yh7a-M,arxiv,A1,0.4607801265798577
BkiUdHjxaJJQnMJkXr4l,arxiv,A1,0.41693743690361795
BkiUcNbxK6Ot9Pm3uYdF,arxiv,A1,0.4409099660266283
BkiUdozxK6Ot9UjEBvcU,arxiv,A1,0.44147006165627245
BkiUfd425V5jLX3kjIIW,arxiv,A1,0.42589696714655206
BkiUc__xK7ICUyBu0Ytk,arxiv,A1,0.42050006053237765
BkiUdODxK3YB9ohkMhwr,arxiv,A1,0.42640525662502776
BkiUbdvxK7Ehm308o-UQ,arxiv,A1,0.4116206493360484
BkiUc3U5qoYAq3Pz8uon,arxiv,A1,0.43295246488364725
BkiUbGE5qdmB6uAdshyW,arxiv,A1,0.45613107611284043
BkiUfo8241xiP6pGxj80,arxiv,A1,0.43642311872348166
BkiUfK3xK4tBVhat52yo,arxiv,A1,0.443486123334075
BkiUdf_xK7FjYEXSFEcl,arxiv,A1,0.4525647360115676
BkiUelHxK7IDF1DduRfs,arxiv,A1,0.46452712036467236
BkiUaYzxK7ICUn2IXhit,arxiv,A1,0.41996982207291966
BkiUdJQ4ubng-JcX4VCP,arxiv,A1,0.47952389647167165
BkiUbbnxK0-nUh8iIHaL,arxiv,A1,0.4385178003680622
BkiUctrxK7FjYHGHzffr,arxiv,A1,0.4058223746816698
BkiUawDxK6EuNAra_58K,arxiv,A1,0.4911271692711939
BkiUairxK0wg09lJ_0zB,arxiv,A1,0.4608136849245351
BkiUdpY4eIOjSBZeeNPE,arxiv,A1,0.43876860123200734
BkiUd-k241xg-MOC_zQI,arxiv,A1,0.45933340428335906
BkiUeGvxK6nrxjHzCYv8,arxiv,A1,0.42970691127745136
BkiUd0Q4eIZjxkFh19au,arxiv,A1,0.47317037238487364
BkiUfEs5qhDCNj5tich1,arxiv,A1,0.445685431240725
BkiUeZbxaKgTq1C9OpJ4,arxiv,A1,0.44227124575210186
BkiUdgg5qoYDgbkp4TEY,arxiv,A1,0.44760968126567735
BkiUbVHxK7FjYCv2QCBP,arxiv,A1,0.45669147044134767
BkiUfXDxK1ThhAqzYsFE,arxiv,A1,0.44806804205788997
BkiUbq825V5hd-4287Pf,arxiv,A1,0.44673992008252456
BkiUdBw25YjgKNDlVLJa,arxiv,A1,0.4854163043388683
BkiUbSLxK7Ehm4qsy0t6,arxiv,A1,0.4654192439274844
BkiUdgc5qhLBWY0XuZmA,arxiv,A1,0.4609562488299928
BkiUd3c4eIZijir1ousz,arxiv,A1,0.46872961245231953
BkiUd3A4dbjiVENjpLkA,arxiv,A1,0.4426754270686529
BkiUdNs5qWTA6f4qDodK,arxiv,A1,0.4566483223665813
BkiUdbfxK02iP5rWKrVw,arxiv,A1,0.46355582114698585
BkiUexfxK6nrxjHzDAkJ,arxiv,A1,0.4812898797006444
BkiUbUY5qhLACFWlxBr3,arxiv,A1,0.4014753193705868
BkiUajHxK6nrxjHy_BsR,arxiv,A1,0.42592470169236984
BkiUbVI5i7PA9OgJDNwj,arxiv,A1,0.46604027673554144
BkiUbEQ241xg-EsBtZ7v,arxiv,A1,0.41879770463480476
BkiUdNc5qsBDGOt8lJgH,arxiv,A1,0.4434459447059981
BkiUd9c4uzqh_N6SCiss,arxiv,A1,0.6347565321229689
BkiUd6I4eILhQCVbe7nL,arxiv,A1,0.4405937016715021
BkiUbv_xK7Ehm2ZQzdWT,arxiv,A1,0.4409153274844285
BkiUdmA5qhLAB_d2fBwl,arxiv,A1,0.42432385398612615
BkiUakrxK5YsWOzBAUlJ,arxiv,A1,0.4722427438622673
BkiUd6TxK6wB9lIs9ivi,arxiv,A1,0.41222878245816946
BkiUdjg5qX_Bw5o9IG_E,arxiv,A1,0.4299269326388058
BkiUe0nxK7kjXLlzdoBA,arxiv,A1,0.45114717656614717
BkiUd2Y4ubnhDSvJRyHO,arxiv,A1,0.4380601009496182
BkiUe404uzliCt-nLV60,arxiv,A1,0.43338320326185137
BkiUdmQ5qoTA_-bStSha,arxiv,A1,0.4253098063186131
BkiUbhzxK3YB9raXyg57,arxiv,A1,0.4750730365021782
BkiUeFrxK4sA-9F9lSY9,arxiv,A1,0.4521726742179418
BkiUbuo5qoaAwmU2sBb7,arxiv,A1,0.4113963463875527
BkiUd5E5qg5A51O-MOXL,arxiv,A1,0.6275683566591911
BkiUbynxK4sA-9F9jLdg,arxiv,A1,0.45668372860601164
BkiUa245qsNCPV6Yix3b,arxiv,A1,0.43987512028079867
BkiUdd4241xg-QyzEflc,arxiv,A1,0.4212116956864569
BkiUbb04dbjiU9i0yjOT,arxiv,A1,0.46649927452297496
BkiUec7xK02iP4Y2vYfY,arxiv,A1,0.510851828730409
BkiUbL7xK7Ehm308osVM,arxiv,A1,0.4669523195979702
BkiUdgs5qhLA5d-DF18W,arxiv,A1,0.3761661934910703
BkiUal_xK2li-DeXxupJ,arxiv,A1,0.41720282162912853
BkiUbQHxK0iCl7UGVngH,arxiv,A1,0.4451257709536172
BkiUdY45qoYA4xX7Fs7m,arxiv,A1,0.4894726857012535
BkiUc5025V5ipNhMBkE8,arxiv,A1,0.3980667250385206
BkiUbmzxK1UJ-rRH-1MD,arxiv,A1,0.4251802990935334
BkiUbh04uzqh_Kly7RNW,arxiv,A1,0.4486029357041599
BkiUdK84eIZjvCjkaEGo,arxiv,A1,0.4418291471873852
BkiUbLPxK6-gDw5AtUZ3,arxiv,A1,0.391052620336001
BkiUd1_xaKgQMdMtQloi,arxiv,A1,0.4451523142519771
BkiUaafxK1Thg9qFa1Qs,arxiv,A1,0.44995927189973844
BkiUbRw4ubnjorKKr43C,arxiv,A1,0.44276784069289277
BkiUfgM5qhDCiwNLy3CU,arxiv,A1,0.5008706596044331
BkiUa2nxK4sA-5Y3qUsP,arxiv,A1,0.4003741565185148
BkiUa_U4ubnjoqNEqKRH,arxiv,A1,0.4153412719077534
BkiUdW85qsJBjnJ89-mW,arxiv,A1,0.4732320817475644
BkiUdlg4eILhQJztnknv,arxiv,A1,0.44309340305973227
BkiUfQPxK0zjCrsOBupv,arxiv,A1,0.4367901439463903
BkiUfufxK3YB9i3RN54o,arxiv,A1,0.43922819174647687
BkiUdX85qdmDH5kXI0R3,arxiv,A1,0.43727573716133095
BkiUbjE5qoaAwj4XNMHR,arxiv,A1,0.417466468547222
